1,Al Horford,12000000,Atlanta Hawks,15,15
12,Justin Hamilton,816482,Miami Heat,12,5
13,Hassan Whiteside,769881,Miami Heat,12,5
14,James Ennis,507336,Miami Heat,12,5
15,Andre Dawkins,507336,Miami Heat,12,5
16,Tyler Johnson,75000,Miami Heat,12,5
17,Khem Birch,50000,Miami Heat,12,5
1,Larry Sanders,11000000,Milwaukee Bucks,28,25
2,O.J. Mayo,8000000,Milwaukee Bucks,28,25
3,Ersan Ilyasova,7900000,Milwaukee Bucks,28,25
4,Drew Gooden,6680000,Milwaukee Bucks,28,25
5,Zaza Pachulia,5200000,Milwaukee Bucks,28,25
6,Jabari Parker,4930560,Milwaukee Bucks,28,25
7,Jared Dudley,4250000,Milwaukee Bucks,28,25
8,Jerryd Bayless,3000000,Milwaukee Bucks,28,25
9,John Henson,1987320,Milwaukee Bucks,28,25
10,Giannis Antetokounmpo,1873200,Milwaukee Bucks,28,25
11,Kendall Marshall,915243,Milwaukee Bucks,28,25
12,Khris Middleton,915243,Milwaukee Bucks,28,25
13,Damien Inglis,820000,Milwaukee Bucks,28,25
14,Nate Wolters,816482,Milwaukee Bucks,28,25
15,Johnny O'Bryant,600000,Milwaukee Bucks,28,25
1,Nikola Pekovic,12100000,Minnesota Timberwolves,3,26
2,Thaddeus Young,9160870,Minnesota Timberwolves,3,26
3,Kevin Martin,6792500,Minnesota Timberwolves,3,26
4,Anthony Bennett,5563920,Minnesota Timberwolves,3,26
5,Andrew Wiggins,5510640,Minnesota Timberwolves,3,26
6,Ricky Rubio,5070686,Minnesota Timberwolves,3,26
7,Chase Budinger,5000000,Minnesota Timberwolves,3,26
8,Corey Brewer,4702500,Minnesota Timberwolves,3,26
9,Mo Williams,3750000,Minnesota Timberwolves,3,26
10,Zach LaVine,2055840,Minnesota Timberwolves,3,26
11,Shabazz Muhammad,1971960,Minnesota Timberwolves,3,26
12,Ronny Turiaf,1500000,Minnesota Timberwolves,3,26
13,Gorgui Dieng,1413480,Minnesota Timberwolves,3,26
14,Jeff Adrien,915243,Minnesota Timberwolves,3,26
15,Robbie Hummel,880000,Minnesota Timberwolves,3,26
16,Glenn Robinson,507336,Minnesota Timberwolves,3,26
1,Eric Gordon,14898938,New Orleans Pelicans,18,19
2,Tyreke Evans,10763500,New Orleans Pelicans,18,19
3,Jrue Holiday,9904495,New Orleans Pelicans,18,19
4,Ryan Anderson,8491500,New Orleans Pelicans,18,19
5,Omer Asik,8374646,New Orleans Pelicans,18,19
6,John Salmons,2000000,New Orleans Pelicans,18,19
7,Luke Babbitt,981084,New Orleans Pelicans,18,19
8,Alexis Ajinca,981084,New Orleans Pelicans,18,19
9,Jimmer Fredette,948163,New Orleans Pelicans,18,19
10,Jeff Withey,816482,New Orleans Pelicans,18,19
11,Dante Cunningham,716043,New Orleans Pelicans,18,19
12,Gal Mekel,633974,New Orleans Pelicans,18,19
13,Russ Smith,507336,New Orleans Pelicans,18,19
14,Darius Miller,400000,New Orleans Pelicans,18,19
15,Patric Young,100000,New Orleans Pelicans,18,19
1,Amar'e Stoudemire,23410988,New York Knicks,20,8
2,Carmelo Anthony,22458000,New York Knicks,20,8
3,Andrea Bargnani,11500000,New York Knicks,20,8
4,Jose Calderon,7097191,New York Knicks,20,8
5,J.R. Smith,5982375,New York Knicks,20,8
6,Samuel Dalembert,3867282,New York Knicks,20,8
7,Jason Smith,3278000,New York Knicks,20,8
8,Iman Shumpert,2616975,New York Knicks,20,8
9,Pablo Prigioni,1662961,New York Knicks,20,8
10,Shane Larkin,1606080,New York Knicks,20,8
11,Tim Hardaway,1250640,New York Knicks,20,8
12,Arnett Moultrie,1136160,New York Knicks,20,8
13,Cole Aldrich,981084,New York Knicks,20,8
14,Quincy Acy,915243,New York Knicks,20,8
15,Cleanthony Early,507336,New York Knicks,20,8
16,Travis Wear,507336,New York Knicks,20,8
17,Langston Galloway,31000,New York Knicks,20,8
18,Jordan Vandenberg,27000,New York Knicks,20,8
19,Orlando Sanchez,15000,New York Knicks,20,8
1,Kevin Durant,18995624,Oklahoma City Thunder,5,12
2,Russell Westbrook,15719062,Oklahoma City Thunder,5,12
3,Serge Ibaka,12250000,Oklahoma City Thunder,5,12
4,Kendrick Perkins,9154342,Oklahoma City Thunder,5,12
5,Anthony Morrow,3200000,Oklahoma City Thunder,5,12
6,Nick Collison,2242003,Oklahoma City Thunder,5,12
7,Reggie Jackson,2204370,Oklahoma City Thunder,5,12
8,Jeremy Lamb,2202000,Oklahoma City Thunder,5,12
9,Steven Adams,2184960,Oklahoma City Thunder,5,12
10,Mitch McGary,1400040,Oklahoma City Thunder,5,12
11,Andre Roberson,1160880,Oklahoma City Thunder,5,12
12,Perry Jones,1129200,Oklahoma City Thunder,5,12
13,Ish Smith,981084,Oklahoma City Thunder,5,12
14,Lance Thomas,948163,Oklahoma City Thunder,5,12
15,Sebastian Telfair,915243,Oklahoma City Thunder,5,12
16,Grant Jerrett,816481,Oklahoma City Thunder,5,12
1,Channing Frye,8175476,Orlando Magic,25,17
2,Glen Davis,6600000,Orlando Magic,25,17
3,Victor Oladipo,4978200,Orlando Magic,25,17
4,Ben Gordon,4500000,Orlando Magic,25,17
5,Aaron Gordon,3992040,Orlando Magic,25,17
6,Al Harrington,3805000,Orlando Magic,25,17
7,Nikola Vucevic,2751260,Orlando Magic,25,17
8,Luke Ridnour,2750000,Orlando Magic,25,17
9,Elfrid Payton,2397840,Orlando Magic,25,17
10,Tobias Harris,2380594,Orlando Magic,25,17
11,Maurice Harkless,1887840,Orlando Magic,25,17
12,Anthony Randolph,1825359,Orlando Magic,25,17
13,Andrew Nicholson,1545840,Orlando Magic,25,17
14,Evan Fournier,1483920,Orlando Magic,25,17
15,Willie Green,1448490,Orlando Magic,25,17
16,Kyle O'Quinn,915243,Orlando Magic,25,17
17,Devyn Marble,884879,Orlando Magic,25,17
18,Dewayne Dedmon,816482,Orlando Magic,25,17
19,Kadeem Batts,150000,Orlando Magic,25,17
20,Peyton Siva,100000,Orlando Magic,25,17
21,Seth Curry,100000,Orlando Magic,25,17
22,Drew Crawford,75000,Orlando Magic,25,17
1,Joel Embiid,4427640,Philadelphia 76ers,19,30
2,Luc Mbah a Moute,4382576,Philadelphia 76ers,19,30
3,Andrei Kirilenko,3326235,Philadelphia 76ers,19,30
4,Nerlens Noel,3315120,Philadelphia 76ers,19,30
5,Alexey Shved,3282056,Philadelphia 76ers,19,30
6,Travis Outlaw,3000000,Philadelphia 76ers,19,30
7,Michael Carter-Williams,2300040,Philadelphia 76ers,19,30
8,Eric Maynor,2106720,Philadelphia 76ers,19,30
9,Tony Wroten,1210080,Philadelphia 76ers,19,30
10,Marquis Teague,1120920,Philadelphia 76ers,19,30
11,Robert Covington,1000000,Philadelphia 76ers,19,30
12,James Anderson,981084,Philadelphia 76ers,19,30
13,Henry Sims,915243,Philadelphia 76ers,19,30
14,Jerami Grant,884879,Philadelphia 76ers,19,30
15,Hollis Thompson,816482,Philadelphia 76ers,19,30
16,JaKarr Sampson,507336,Philadelphia 76ers,19,30
17,K.J. McDaniels,507336,Philadelphia 76ers,19,30
18,Malcolm Thomas,474000,Philadelphia 76ers,19,30
19,Pierre Jackson,400000,Philadelphia 76ers,19,30
20,Ronald Roberts Jr.,373041,Philadelphia 76ers,19,30
21,Jarvis Varnado,75000,Philadelphia 76ers,19,30
22,Drew Gordon,40000,Philadelphia 76ers,19,30
23,Furkan Aldemir,1,Philadelphia 76ers,19,30
1,Eric Bledsoe,12173913,Phoenix Suns,7,21
2,Josh Childress,7610000,Phoenix Suns,7,21
3,Goran Dragic,7500000,Phoenix Suns,7,21
4,Josh Childress,7317500,Phoenix Suns,7,21
5,Isaiah Thomas,7238606,Phoenix Suns,7,21
6,P.J. Tucker,5700000,Phoenix Suns,7,21
7,Alex Len,3649920,Phoenix Suns,7,21
8,Gerald Green,3500000,Phoenix Suns,7,21
9,Anthony Tolliver,3000000,Phoenix Suns,7,21
10,Markieff Morris,2989239,Phoenix Suns,7,21
11,Marcus Morris,2943221,Phoenix Suns,7,21
12,Zoran Dragic,1962103,Phoenix Suns,7,21
13,T.J. Warren,1953120,Phoenix Suns,7,21
14,Tyler Ennis,1590720,Phoenix Suns,7,21
15,Shavlik Randolph,1227985,Phoenix Suns,7,21
16,Miles Plumlee,1169880,Phoenix Suns,7,21
17,Archie Goodwin,1112280,Phoenix Suns,7,21
18,Michael Beasley,777778,Phoenix Suns,7,21
1,Brandon Roy,19317326,Portland Trail Blazers,4,22
2,LaMarcus Aldridge,16006000,Portland Trail Blazers,4,22
3,Nicolas Batum,11765500,Portland Trail Blazers,4,22
4,Wesley Matthews,7245640,Portland Trail Blazers,4,22
5,Robin Lopez,6124728,Portland Trail Blazers,4,22
6,Chris Kaman,4800000,Portland Trail Blazers,4,22
7,Damian Lillard,3340920,Portland Trail Blazers,4,22
8,Dorell Wright,3150000,Portland Trail Blazers,4,22
9,Joel Freeland,3013512,Portland Trail Blazers,4,22
10,C.J. McCollum,2421000,Portland Trail Blazers,4,22
11,Meyers Leonard,2317920,Portland Trail Blazers,4,22
12,Steve Blake,2077000,Portland Trail Blazers,4,22
13,Victor Claver,1370000,Portland Trail Blazers,4,22
14,Will Barton,915243,Portland Trail Blazers,4,22
15,Diante Garrett,915243,Portland Trail Blazers,4,22
16,Allen Crabbe,862000,Portland Trail Blazers,4,22
1,Rudy Gay,19317325,Sacramento Kings,17,24
2,DeMarcus Cousins,13701250,Sacramento Kings,17,24
3,Carl Landry,6500000,Sacramento Kings,17,24
4,Derrick Williams,6331404,Sacramento Kings,17,24
5,Jason Thompson,6037500,Sacramento Kings,17,24
6,Darren Collison,4797664,Sacramento Kings,17,24
7,Ben McLemore,3026280,Sacramento Kings,17,24
8,Nik Stauskas,2745840,Sacramento Kings,17,24
9,Ramon Sessions,2077000,Sacramento Kings,17,24
10,Reggie Evans,1768653,Sacramento Kings,17,24
11,Ryan Hollins,1316809,Sacramento Kings,17,24
12,Omri Casspi,1063384,Sacramento Kings,17,24
13,Wayne Ellington,923780,Sacramento Kings,17,24
14,Ray McCallum,816482,Sacramento Kings,17,24
15,Eric Moreland,507336,Sacramento Kings,17,24
1,Tony Parker,12500000,San Antonio Spurs,6,6
2,Tim Duncan,10000000,San Antonio Spurs,6,6
3,Tiago Splitter,9250000,San Antonio Spurs,6,6
4,Boris Diaw,7500000,San Antonio Spurs,6,6
5,Manu Ginobili,7000000,San Antonio Spurs,6,6
6,Danny Green,4025000,San Antonio Spurs,6,6
7,Patrick Mills,3842105,San Antonio Spurs,6,6
8,Kawhi Leonard,2894059,San Antonio Spurs,6,6
9,Marco Belinelli,2873750,San Antonio Spurs,6,6
10,Aron Baynes,2077000,San Antonio Spurs,6,6
11,Cory Joseph,2023261,San Antonio Spurs,6,6
12,Jeff Ayres,1828750,San Antonio Spurs,6,6
13,Matt Bonner,1448490,San Antonio Spurs,6,6
14,Kyle Anderson,1093680,San Antonio Spurs,6,6
15,Austin Daye,1063384,San Antonio Spurs,6,6
16,JaMychal Green,60000,San Antonio Spurs,6,6
17,Bryce Cotton,50000,San Antonio Spurs,6,6
18,Josh Davis,20000,San Antonio Spurs,6,6
1,Kyle Lowry,12000000,Toronto Raptors,13,7
2,DeMar DeRozan,9500000,Toronto Raptors,13,7
3,Amir Johnson,7000000,Toronto Raptors,13,7
4,Greivis Vasquez,6400000,Toronto Raptors,13,7
5,Landry Fields,6250000,Toronto Raptors,13,7
6,Chuck Hayes,5958750,Toronto Raptors,13,7
7,Patrick Patterson,5831326,Toronto Raptors,13,7
8,Louis Williams,5450000,Toronto Raptors,13,7
9,Jonas Valanciunas,3678360,Toronto Raptors,13,7
10,Tyler Hansbrough,3326235,Toronto Raptors,13,7
11,Terrence Ross,2793960,Toronto Raptors,13,7
12,James Johnson,2500000,Toronto Raptors,13,7
13,Lucas Nogueira,1762680,Toronto Raptors,13,7
14,Bruno Caboclo,1458360,Toronto Raptors,13,7
15,Marcus Camby,1025889,Toronto Raptors,13,7
16,Greg Stiemsma,981084,Toronto Raptors,13,7
17,Will Cherry,25000,Toronto Raptors,13,7
1,Gordon Hayward,14746000,Utah Jazz,29,18
2,Derrick Favors,12833333,Utah Jazz,29,18
3,Enes Kanter,5694674,Utah Jazz,29,18
4,Trevor Booker,5000000,Utah Jazz,29,18
5,Dante Exum,3615000,Utah Jazz,29,18
6,Steve Novak,3445946,Utah Jazz,29,18
7,Alec Burks,3034356,Utah Jazz,29,18
8,Trey Burke,2548560,Utah Jazz,29,18
9,Jeremy Evans,1794871,Utah Jazz,29,18
10,Rodney Hood,1290360,Utah Jazz,29,18
11,Rudy Gobert,1127400,Utah Jazz,29,18
12,Toure' Murry,1000000,Utah Jazz,29,18
13,Carrick Felix,816482,Utah Jazz,29,18
14,Ian Clark,816482,Utah Jazz,29,18
15,Joe Ingles,507336,Utah Jazz,29,18
16,Patrick Christopher,379010,Utah Jazz,29,18
17,Jack Cooley,65000,Utah Jazz,29,18
18,Jack Cooley,65000,Utah Jazz,29,18
19,Dee Bost,65000,Utah Jazz,29,18
20,Kevin Murphy,65000,Utah Jazz,29,18
21,Jordan Hamilton,25000,Utah Jazz,29,18
1,John Wall,14746000,Washington Wizards,16,9
2,Nene Hilario,13000000,Washington Wizards,16,9
3,Marcin Gortat,10434782,Washington Wizards,16,9
4,Andray Blatche,8471339,Washington Wizards,16,9
5,Martell Webster,5381750,Washington Wizards,16,9
6,Paul Pierce,5305000,Washington Wizards,16,9
7,Andre Miller,4625000,Washington Wizards,16,9
8,Bradley Beal,4505280,Washington Wizards,16,9
9,Otto Porter,4470480,Washington Wizards,16,9
10,Kris Humphries,4300000,Washington Wizards,16,9
11,Kevin Seraphin,3898692,Washington Wizards,16,9
12,DeJuan Blair,2000000,Washington Wizards,16,9
13,Rasual Butler,1448490,Washington Wizards,16,9
14,Drew Gooden,1448000,Washington Wizards,16,9
15,Garrett Temple,981084,Washington Wizards,16,9
16,Glen Rice,816482,Washington Wizards,16,9